Bundesland	Standort	Datum	Genkopien_normalisiert
Bayern	Hof	2023-01-10	905564560320
Bayern	Hof	2023-01-15	117274210560
Bayern	Hof	2023-01-17	422876220480
Bayern	Hof	2023-01-22	370847626560
Bayern	Hof	2023-01-24	718859940480
Bayern	Hof	2023-01-29	1115621467200
Bayern	Hof	2023-01-31	890780120640
Bayern	Hof	2023-02-05	1264480580160
Bayern	Hof	2023-02-07	1257868776960
Bayern	Hof	2023-02-12	2190771360000
Bayern	Hof	2023-02-14	2876579136000
Bayern	Hof	2023-02-19	1665354816000
Bayern	Hof	2023-02-21	3094196535360
Bayern	Hof	2023-02-26	1960720983360
Bayern	Hof	2023-02-28	4447364088960
Bayern	Hof	2023-03-05	15926310720000
Bayern	Hof	2023-03-07	12377434392000
Bayern	Hof	2023-03-12	10540426104000
Bayern	Hof	2023-03-14	7122630240000
Bayern	Hof	2023-03-19	7124958547200
Bayern	Hof	2023-03-21	2651100969600
Bayern	Hof	2023-03-26	7340874091200
Bayern	Hof	2023-03-28	4307325292800
Thüringen	Jena	2022-05-09	27532189440000
Thüringen	Jena	2022-05-11	27756518400000
Thüringen	Jena	2022-05-16	5332703040000
Thüringen	Jena	2022-05-18	10593573120000
Thüringen	Jena	2022-05-23	8721820800000
Thüringen	Jena	2022-05-24	6720053760000
Thüringen	Jena	2022-05-30	14589590400000
Thüringen	Jena	2022-06-01	6122563200000
Thüringen	Jena	2022-06-06	9556686720000
Thüringen	Jena	2022-06-08	28288008000000
Thüringen	Jena	2022-06-13	12110688000000
Thüringen	Jena	2022-06-22	6218307360000
Thüringen	Jena	2022-06-27	47341333440000
Thüringen	Jena	2022-06-29	5087646720000
Thüringen	Jena	2022-07-04	19321286400000
Thüringen	Jena	2022-07-06	24567105600000
Thüringen	Jena	2022-07-11	27401263200000
Thüringen	Jena	2022-07-13	22697599680000
Thüringen	Jena	2022-07-18	35365438080000
Thüringen	Jena	2022-07-20	71004288960000
Thüringen	Jena	2022-07-25	73037004480000
Thüringen	Jena	2022-07-27	26821488960000
Thüringen	Jena	2022-08-01	32262425280000
Thüringen	Jena	2022-08-03	33997259520000
Thüringen	Jena	2022-08-15	12495993120000
Thüringen	Jena	2022-08-17	13660672896000
Thüringen	Jena	2022-08-22	26928911376000
Thüringen	Jena	2022-08-24	5820046560000
Thüringen	Jena	2022-08-29	12532384800000
Thüringen	Jena	2022-08-31	13462770240000
Thüringen	Jena	2022-09-05	12674188800000
Thüringen	Jena	2022-09-07	26347766400000
Thüringen	Jena	2022-09-21	5665788000000
Thüringen	Jena	2022-09-26	28506193920000
Thüringen	Jena	2022-09-28	4111430400000
Thüringen	Jena	2022-10-03	61074820800000
Thüringen	Jena	2022-10-05	17659313280000
Thüringen	Jena	2022-10-10	17611344000000
Thüringen	Jena	2022-10-12	18597431520000
Thüringen	Jena	2022-10-17	18628945920000
Thüringen	Jena	2022-10-19	13554432000000
Thüringen	Jena	2022-10-24	23181435360000
Thüringen	Jena	2022-10-26	16820939520000
Thüringen	Jena	2022-10-31	29636893440000
Thüringen	Jena	2022-11-02	31609319040000
Thüringen	Jena	2022-11-07	11925048960000
Thüringen	Jena	2022-11-09	23590103040000
Thüringen	Jena	2022-11-14	8481693600000
Thüringen	Jena	2022-11-21	2695567680000
Thüringen	Jena	2022-11-23	7574999040000
Thüringen	Jena	2022-11-28	1510617600000
Thüringen	Jena	2022-11-30	6825060000000
Thüringen	Jena	2022-12-05	11041842240000
Thüringen	Jena	2022-12-07	25872765120000
Thüringen	Jena	2022-12-12	13388457600000
Thüringen	Jena	2022-12-14	11048996160000
Thüringen	Jena	2022-12-19	12260367360000
Thüringen	Jena	2022-12-21	13920456960000
Thüringen	Jena	2022-12-26	83118869280000
Thüringen	Jena	2022-12-28	32294268000000
Thüringen	Jena	2023-01-02	6502498560000
Thüringen	Jena	2023-01-04	2380492800000
Thüringen	Jena	2023-01-09	2613993120000
Thüringen	Jena	2023-01-11	4157412480000
Thüringen	Jena	2023-01-16	7451136000000
Thüringen	Jena	2023-01-18	8936023680000
Thüringen	Jena	2023-01-23	8418608640000
Thüringen	Jena	2023-01-25	22561545600000
Thüringen	Jena	2023-01-30	21436017120000
Thüringen	Jena	2023-02-01	19195246080000
Thüringen	Jena	2023-02-06	28522056960000
Thüringen	Jena	2023-02-08	18561761280000
Thüringen	Jena	2023-02-13	1295300160000
Thüringen	Jena	2023-02-15	1605985920000
Thüringen	Jena	2023-02-20	11780640000000
Thüringen	Jena	2023-02-22	11238480000000
Thüringen	Jena	2023-02-27	3337735680000
Thüringen	Jena	2023-03-01	318193920000
Thüringen	Jena	2023-03-06	187881120000
Thüringen	Jena	2023-03-08	1524407040000
Thüringen	Jena	2023-03-13	739981440000
Thüringen	Jena	2023-03-15	1704551040000
Thüringen	Jena	2023-03-20	1033387200000
Thüringen	Jena	2023-03-22	1328257440000
Thüringen	Jena	2023-03-27	90525600000
Nordrhein-Westfalen	Köln	2022-03-13	188820958584960
Nordrhein-Westfalen	Köln	2022-03-15	114433720695360
Nordrhein-Westfalen	Köln	2022-03-23	57284151704640
Nordrhein-Westfalen	Köln	2022-03-27	76766512406400
Nordrhein-Westfalen	Köln	2022-03-30	92073773347200
Nordrhein-Westfalen	Köln	2022-04-04	40834755711360
Nordrhein-Westfalen	Köln	2022-04-06	80394703200000
Nordrhein-Westfalen	Köln	2022-04-09	44943599520000
Nordrhein-Westfalen	Köln	2022-04-17	50546616192000
Nordrhein-Westfalen	Köln	2022-04-19	47795466597120
Nordrhein-Westfalen	Köln	2022-04-24	62176176720000
Nordrhein-Westfalen	Köln	2022-04-26	56685422280960
Nordrhein-Westfalen	Köln	2022-05-01	20075503432320
Nordrhein-Westfalen	Köln	2022-05-03	31190173269120
Nordrhein-Westfalen	Köln	2022-05-08	33982416000000
Nordrhein-Westfalen	Köln	2022-05-11	41033450016000
Nordrhein-Westfalen	Köln	2022-05-15	32608483200000
Nordrhein-Westfalen	Köln	2022-05-17	36299759904000
Nordrhein-Westfalen	Köln	2022-05-22	7812577016640
Nordrhein-Westfalen	Köln	2022-05-29	46284665898240
Nordrhein-Westfalen	Köln	2022-05-31	39244425696000
Nordrhein-Westfalen	Köln	2022-06-05	29543186090880
Nordrhein-Westfalen	Köln	2022-06-07	57396566459520
Nordrhein-Westfalen	Köln	2022-06-21	145615305139200
Nordrhein-Westfalen	Köln	2022-06-26	141690212962560
Nordrhein-Westfalen	Köln	2022-06-28	146761575433920
Nordrhein-Westfalen	Köln	2022-07-03	113294320574400
Nordrhein-Westfalen	Köln	2022-07-05	140520178710720
Nordrhein-Westfalen	Köln	2022-07-10	82455563520000
Nordrhein-Westfalen	Köln	2022-07-12	130086693800640
Nordrhein-Westfalen	Köln	2022-07-17	72355210804800
Nordrhein-Westfalen	Köln	2022-07-19	110945967649920
Nordrhein-Westfalen	Köln	2022-07-24	64225978686720
Nordrhein-Westfalen	Köln	2022-07-26	79971836207040
Nordrhein-Westfalen	Köln	2022-07-31	60141053664000
Nordrhein-Westfalen	Köln	2022-08-02	66397384981440
Nordrhein-Westfalen	Köln	2022-08-07	48280180351680
Nordrhein-Westfalen	Köln	2022-08-09	71628797016000
Nordrhein-Westfalen	Köln	2022-08-14	36178587100800
Nordrhein-Westfalen	Köln	2022-08-16	32943558392640
Nordrhein-Westfalen	Köln	2022-08-21	22250539321920
Nordrhein-Westfalen	Köln	2022-08-23	39302848512000
Nordrhein-Westfalen	Köln	2022-08-28	31154489680320
Nordrhein-Westfalen	Köln	2022-08-30	30924450483840
Nordrhein-Westfalen	Köln	2022-09-04	28869635520000
Nordrhein-Westfalen	Köln	2022-09-06	35580232756800
Nordrhein-Westfalen	Köln	2022-09-11	25663373242560
Nordrhein-Westfalen	Köln	2022-09-13	18950720800320
Nordrhein-Westfalen	Köln	2022-09-18	9393203387520
Nordrhein-Westfalen	Köln	2022-09-20	40694550940800
Nordrhein-Westfalen	Köln	2022-09-25	54854216064000
Nordrhein-Westfalen	Köln	2022-09-27	49043552682240
Nordrhein-Westfalen	Köln	2022-10-02	57496859259840
Nordrhein-Westfalen	Köln	2022-10-04	91940138415360
Nordrhein-Westfalen	Köln	2022-10-09	49939645824000
Nordrhein-Westfalen	Köln	2022-10-11	89573299200000
Nordrhein-Westfalen	Köln	2022-10-16	67319596800000
Nordrhein-Westfalen	Köln	2022-10-18	73507693536000
Nordrhein-Westfalen	Köln	2022-10-23	42577311744000
Nordrhein-Westfalen	Köln	2022-10-25	67953836736000
Nordrhein-Westfalen	Köln	2022-11-01	35521822080000
Nordrhein-Westfalen	Köln	2022-11-06	31377456000000
Nordrhein-Westfalen	Köln	2022-11-08	36492233184000
Nordrhein-Westfalen	Köln	2022-11-13	32458325184000
Nordrhein-Westfalen	Köln	2022-11-15	36301132800000
Nordrhein-Westfalen	Köln	2022-11-20	118010131200000
Nordrhein-Westfalen	Köln	2022-11-22	38712339072000
Nordrhein-Westfalen	Köln	2022-11-27	14651975520000
Nordrhein-Westfalen	Köln	2022-11-29	49354655616000
Nordrhein-Westfalen	Köln	2022-12-04	45209491200000
Nordrhein-Westfalen	Köln	2022-12-11	61595787744000
Nordrhein-Westfalen	Köln	2022-12-18	197736840576000
Nordrhein-Westfalen	Köln	2022-12-20	88010110656000
Nordrhein-Westfalen	Köln	2022-12-27	93273437952000
Nordrhein-Westfalen	Köln	2023-01-01	41478571411200
Nordrhein-Westfalen	Köln	2023-01-08	21072355200000
Nordrhein-Westfalen	Köln	2023-01-10	19464192000000
Nordrhein-Westfalen	Köln	2023-01-15	31443724800000
Nordrhein-Westfalen	Köln	2023-01-17	59194886400000
Nordrhein-Westfalen	Köln	2023-01-22	29502471456000
Nordrhein-Westfalen	Köln	2023-01-24	30744307296000
Nordrhein-Westfalen	Köln	2023-01-29	54372384000000
Nordrhein-Westfalen	Köln	2023-01-31	57773952000000
Nordrhein-Westfalen	Köln	2023-02-05	41284323648000
Nordrhein-Westfalen	Köln	2023-02-07	75815308800000
Nordrhein-Westfalen	Köln	2023-02-12	59126284800000
Nordrhein-Westfalen	Köln	2023-02-21	152819726976000
Nordrhein-Westfalen	Köln	2023-02-26	209908190880000
Nordrhein-Westfalen	Köln	2023-02-28	132339744000000
Nordrhein-Westfalen	Köln	2023-03-05	98705053440000
Nordrhein-Westfalen	Köln	2023-03-07	80191874016000
Nordrhein-Westfalen	Köln	2023-03-12	78617088000000
Nordrhein-Westfalen	Köln	2023-03-14	115152451200000
Nordrhein-Westfalen	Köln	2023-03-19	46903595616000
Nordrhein-Westfalen	Köln	2023-03-21	37965730752000
Nordrhein-Westfalen	Köln	2023-03-26	10110873600000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-03-27	447618528000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-03-29	1944382752000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-04-03	643204800000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-04-05	577843200000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-04-10	585934560000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-04-11	365437440000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-04-17	901533888000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-04-19	544729536000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-04-24	380324160000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-04-26	391184640000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-05-01	179340480000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-05-03	102124800000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-05-08	71159040000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-05-10	184817376000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-05-17	377308800000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-05-22	81518400000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-05-29	274959360000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-05-31	308712384000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-06-05	118326528000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-06-07	242398656000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-06-12	252225792000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-06-19	516533760000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-06-21	614740320000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-06-26	495810720000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-06-28	1452471264000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-03	190442880000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-05	336577248000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-10	628039008000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-12	890784000000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-17	2044413216000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-18	866159136000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-19	1640003328000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-24	2080844640000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-26	1308607488000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-07-31	259034112000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-02	365989536000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-07	367917120000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-09	479100960000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-14	65621664000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-16	77941440000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-21	158052384000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-23	70901568000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-28	561968064000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-08-31	81234144000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-09-04	179404416000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-09-06	89258976000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-09-11	158138784000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-09-13	282890880000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-09-18	221781024000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-09-20	162855360000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-09-25	312294528000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-09-27	1079669088000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-02	611157312000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-04	2863465344000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-09	940131360000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-11	865123200000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-16	681148224000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-18	419447808000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-23	308183616000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-25	295768972800
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-10-29	345565440000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-11-01	461626560000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-11-06	1094947200000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-11-08	1136298240000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-11-13	568350432000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-11-15	602694432000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-11-20	1053012960000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-11-22	432062208000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-11-29	605620800000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-12-04	239405760000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-12-06	711072000000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-12-11	1272176928000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-12-13	1231723584000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-12-18	1480291200000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-12-20	1448425152000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-12-25	9125361504000
Rheinland-Pfalz	Neustadt an der Weinstraße	2022-12-27	2104704000000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-01	938304000000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-03	1400988960000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-08	667725984000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-10	872709120000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-15	125985888000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-17	860821344000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-22	484081920000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-24	626698944000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-29	425392992000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-01-31	971792640000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-02-05	263907072000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-02-07	496964160000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-02-12	433468800000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-02-14	1608675552000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-02-19	1807738560000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-02-21	1053276480000
Rheinland-Pfalz	Neustadt an der Weinstraße	2023-02-26	949173120000
Brandenburg	Potsdam	2022-03-14	12152935872000
Brandenburg	Potsdam	2022-03-16	9639971136000
Brandenburg	Potsdam	2022-03-21	10984273920000
Brandenburg	Potsdam	2022-03-23	8379367488000
Brandenburg	Potsdam	2022-03-28	5994922752000
Brandenburg	Potsdam	2022-03-30	5029633440000
Brandenburg	Potsdam	2022-04-04	8938911168000
Brandenburg	Potsdam	2022-04-06	10831571424000
Brandenburg	Potsdam	2022-04-11	9431767008000
Brandenburg	Potsdam	2022-04-13	10343642112000
Brandenburg	Potsdam	2022-04-18	9980125344000
Brandenburg	Potsdam	2022-04-20	11778900768000
Brandenburg	Potsdam	2022-04-25	10340647488000
Brandenburg	Potsdam	2022-04-27	2394095616000
Brandenburg	Potsdam	2022-05-02	2741286240000
Brandenburg	Potsdam	2022-05-04	3015079200000
Brandenburg	Potsdam	2022-05-09	3296851200000
Brandenburg	Potsdam	2022-05-11	6940599264000
Brandenburg	Potsdam	2022-05-16	1142916480000
Brandenburg	Potsdam	2022-05-18	2455418016000
Brandenburg	Potsdam	2022-05-23	3124335456000
Brandenburg	Potsdam	2022-05-30	2228173920000
Brandenburg	Potsdam	2022-06-01	12494024064000
Brandenburg	Potsdam	2022-06-06	5273341920000
Brandenburg	Potsdam	2022-06-08	6747580800000
Brandenburg	Potsdam	2022-06-13	850106880000
Brandenburg	Potsdam	2022-06-15	6275598336000
Brandenburg	Potsdam	2022-06-20	2912412672000
Brandenburg	Potsdam	2022-06-22	3835275264000
Brandenburg	Potsdam	2022-06-27	2379914784000
Brandenburg	Potsdam	2022-06-29	5727449088000
Brandenburg	Potsdam	2022-07-04	7214164992000
Brandenburg	Potsdam	2022-07-06	12331339776000
Brandenburg	Potsdam	2022-07-11	1443984192000
Brandenburg	Potsdam	2022-07-13	1650652992000
Brandenburg	Potsdam	2022-07-18	1734384960000
Brandenburg	Potsdam	2022-07-20	1367138304000
Brandenburg	Potsdam	2022-07-25	2316487680000
Brandenburg	Potsdam	2022-07-27	2929878000000
Brandenburg	Potsdam	2022-08-01	1022329728000
Brandenburg	Potsdam	2022-08-03	795275712000
Brandenburg	Potsdam	2022-08-08	463645728000
Brandenburg	Potsdam	2022-08-10	477601488000
Brandenburg	Potsdam	2022-08-15	529151616000
Brandenburg	Potsdam	2022-08-17	664277760000
Brandenburg	Potsdam	2022-08-22	405241056000
Brandenburg	Potsdam	2022-08-24	788130000000
Brandenburg	Potsdam	2022-08-29	818501760000
Brandenburg	Potsdam	2022-08-31	1241982720000
Brandenburg	Potsdam	2022-09-05	1019433600000
Brandenburg	Potsdam	2022-09-07	1032201792000
Brandenburg	Potsdam	2022-09-12	579927600000
Brandenburg	Potsdam	2022-09-14	707569776000
Brandenburg	Potsdam	2022-09-19	572343408000
Brandenburg	Potsdam	2022-09-21	468116064000
Brandenburg	Potsdam	2022-09-26	851128560000
Brandenburg	Potsdam	2022-09-28	564641280000
Brandenburg	Potsdam	2022-10-03	1136725920000
Brandenburg	Potsdam	2022-10-05	1495692000000
Brandenburg	Potsdam	2022-10-10	833501232000
Brandenburg	Potsdam	2022-10-12	3672760320000
Brandenburg	Potsdam	2022-10-17	1745906400000
Brandenburg	Potsdam	2022-10-19	1489453056000
Brandenburg	Potsdam	2022-10-24	634264992000
Brandenburg	Potsdam	2022-10-26	570225744000
Brandenburg	Potsdam	2022-10-31	873166176000
Brandenburg	Potsdam	2022-11-02	1994922432000
Brandenburg	Potsdam	2022-11-07	912463920000
Brandenburg	Potsdam	2022-11-09	1031849280000
Brandenburg	Potsdam	2022-11-14	497688192000
Brandenburg	Potsdam	2022-11-16	419869008000
Brandenburg	Potsdam	2022-11-21	1257461712000
Brandenburg	Potsdam	2022-11-23	782378352000
Brandenburg	Potsdam	2022-11-28	1306243152000
Brandenburg	Potsdam	2022-11-30	1087375104000
Brandenburg	Potsdam	2022-12-05	2122459200000
Brandenburg	Potsdam	2022-12-07	1188356400000
Brandenburg	Potsdam	2022-12-14	1829406384000
Brandenburg	Potsdam	2022-12-19	716943744000
Brandenburg	Potsdam	2022-12-21	1613848320000
Brandenburg	Potsdam	2023-01-02	383444928000
Brandenburg	Potsdam	2023-01-04	389862720000
Brandenburg	Potsdam	2023-01-09	298659744000
Brandenburg	Potsdam	2023-01-11	694168704000
Brandenburg	Potsdam	2023-01-16	1019900160000
Brandenburg	Potsdam	2023-01-18	382629744000
Brandenburg	Potsdam	2023-01-23	328763664000
Brandenburg	Potsdam	2023-01-25	381866832000
Brandenburg	Potsdam	2023-01-30	571652208000
Brandenburg	Potsdam	2023-02-01	692216928000
Brandenburg	Potsdam	2023-02-06	786731616000
Brandenburg	Potsdam	2023-02-08	3191996160000
Brandenburg	Potsdam	2023-02-13	1381017600000
Brandenburg	Potsdam	2023-02-15	2384914752000
Sachsen-Anhalt	Rollsdorf	2022-08-31	32112400320
Sachsen-Anhalt	Rollsdorf	2022-09-05	232007760000
Sachsen-Anhalt	Rollsdorf	2022-09-07	73731314880
Sachsen-Anhalt	Rollsdorf	2022-09-12	30920184000
Sachsen-Anhalt	Rollsdorf	2022-09-14	264887884800
Sachsen-Anhalt	Rollsdorf	2022-09-19	57156710400
Sachsen-Anhalt	Rollsdorf	2022-09-21	91954776960
Sachsen-Anhalt	Rollsdorf	2022-09-26	179252775360
Sachsen-Anhalt	Rollsdorf	2022-09-28	491747328000
Sachsen-Anhalt	Rollsdorf	2022-10-03	769287456000
Sachsen-Anhalt	Rollsdorf	2022-10-05	1332659174400
Sachsen-Anhalt	Rollsdorf	2022-10-10	605500272000
Sachsen-Anhalt	Rollsdorf	2022-10-12	155390400000
Sachsen-Anhalt	Rollsdorf	2022-10-17	134040700800
Sachsen-Anhalt	Rollsdorf	2022-10-19	83786400000
Sachsen-Anhalt	Rollsdorf	2022-10-24	276378480000
Sachsen-Anhalt	Rollsdorf	2022-10-26	204747782400
Sachsen-Anhalt	Rollsdorf	2022-11-02	298203482880
Sachsen-Anhalt	Rollsdorf	2022-11-07	369046903680
Sachsen-Anhalt	Rollsdorf	2022-11-09	215416523520
Sachsen-Anhalt	Rollsdorf	2022-11-14	284081454720
Sachsen-Anhalt	Rollsdorf	2022-11-16	125810945280
Sachsen-Anhalt	Rollsdorf	2022-11-21	1984623923520
Sachsen-Anhalt	Rollsdorf	2022-11-23	887257160640
Sachsen-Anhalt	Rollsdorf	2022-11-28	807819808320
Sachsen-Anhalt	Rollsdorf	2022-11-30	1610574926400
Sachsen-Anhalt	Rollsdorf	2022-12-05	372737514240
Sachsen-Anhalt	Rollsdorf	2022-12-07	2299678741440
Sachsen-Anhalt	Rollsdorf	2022-12-12	1235981652480
Sachsen-Anhalt	Rollsdorf	2022-12-14	1411758720000
Sachsen-Anhalt	Rollsdorf	2022-12-19	1074835008000
Sachsen-Anhalt	Rollsdorf	2022-12-21	1376415659520
Sachsen-Anhalt	Rollsdorf	2022-12-26	1661067406080
Sachsen-Anhalt	Rollsdorf	2022-12-28	1552380681600
Sachsen-Anhalt	Rollsdorf	2023-01-02	2984370816960
Sachsen-Anhalt	Rollsdorf	2023-01-04	135827625600
Sachsen-Anhalt	Rollsdorf	2023-01-09	679894084800
Sachsen-Anhalt	Rollsdorf	2023-01-11	802343232000
Sachsen-Anhalt	Rollsdorf	2023-01-16	119129788800
Sachsen-Anhalt	Rollsdorf	2023-01-18	197496152640
Sachsen-Anhalt	Rollsdorf	2023-01-23	231058319040
Sachsen-Anhalt	Rollsdorf	2023-01-25	131256702720
Sachsen-Anhalt	Rollsdorf	2023-01-30	157400167680
Sachsen-Anhalt	Rollsdorf	2023-02-01	1129486464000
Sachsen-Anhalt	Rollsdorf	2023-02-06	143523187200
Sachsen-Anhalt	Rollsdorf	2023-02-08	123845760000
Sachsen-Anhalt	Rollsdorf	2023-02-13	831705935040
Sachsen-Anhalt	Rollsdorf	2023-02-15	987414900480
Sachsen-Anhalt	Rollsdorf	2023-02-20	2783808000000
Sachsen-Anhalt	Rollsdorf	2023-02-22	3655527572160
Sachsen-Anhalt	Rollsdorf	2023-02-27	2619438912000
Mecklenburg-Vorpommern	Rostock	2022-03-13	20908800000000
Mecklenburg-Vorpommern	Rostock	2022-03-15	30022272000000
Mecklenburg-Vorpommern	Rostock	2022-03-20	49225536000000
Mecklenburg-Vorpommern	Rostock	2022-03-22	35887104000000
Mecklenburg-Vorpommern	Rostock	2022-03-27	31282848000000
Mecklenburg-Vorpommern	Rostock	2022-03-29	16047072000000
Mecklenburg-Vorpommern	Rostock	2022-04-03	23732352000000
Mecklenburg-Vorpommern	Rostock	2022-04-05	39331440000000
Mecklenburg-Vorpommern	Rostock	2022-04-10	48171456000000
Mecklenburg-Vorpommern	Rostock	2022-04-11	43243200000000
Mecklenburg-Vorpommern	Rostock	2022-04-17	44744832000000
Mecklenburg-Vorpommern	Rostock	2022-04-19	27816480000000
Mecklenburg-Vorpommern	Rostock	2022-04-24	21964608000000
Mecklenburg-Vorpommern	Rostock	2022-04-26	10188720000000
Mecklenburg-Vorpommern	Rostock	2022-05-01	12275712000000
Mecklenburg-Vorpommern	Rostock	2022-05-03	16242768000000
Mecklenburg-Vorpommern	Rostock	2022-05-08	7345728000000
Mecklenburg-Vorpommern	Rostock	2022-05-10	15621120000000
Mecklenburg-Vorpommern	Rostock	2022-05-15	12109824000000
Mecklenburg-Vorpommern	Rostock	2022-05-17	14347584000000
Mecklenburg-Vorpommern	Rostock	2022-05-22	8994672000000
Mecklenburg-Vorpommern	Rostock	2022-05-24	20032272000000
Mecklenburg-Vorpommern	Rostock	2022-05-29	14224896000000
Mecklenburg-Vorpommern	Rostock	2022-05-31	40829184000000
Mecklenburg-Vorpommern	Rostock	2022-06-05	21117888000000
Mecklenburg-Vorpommern	Rostock	2022-06-07	16080768000000
Mecklenburg-Vorpommern	Rostock	2022-06-12	21610800000000
Mecklenburg-Vorpommern	Rostock	2022-06-14	26171424000000
Mecklenburg-Vorpommern	Rostock	2022-06-19	81915840000000
Mecklenburg-Vorpommern	Rostock	2022-06-21	43986672000000
