Bundesland	Standort	Datum	Genkopien_normalisiert
Nordrhein-Westfalen	Dinslaken	2022-10-18	8892374400000
Nordrhein-Westfalen	Dinslaken	2022-10-25	4239475200000
Nordrhein-Westfalen	Dinslaken	2022-10-30	3203377632000
Nordrhein-Westfalen	Dinslaken	2022-11-01	4258925568000
Nordrhein-Westfalen	Dinslaken	2022-11-06	4241718144000
Nordrhein-Westfalen	Dinslaken	2022-11-08	2902359168000
Nordrhein-Westfalen	Dinslaken	2022-11-13	8063262720000
Nordrhein-Westfalen	Dinslaken	2022-11-15	10102579200000
Nordrhein-Westfalen	Dinslaken	2022-11-20	6690394368000
Nordrhein-Westfalen	Dinslaken	2022-11-22	4739212800000
Nordrhein-Westfalen	Dinslaken	2022-11-27	7599286080000
Nordrhein-Westfalen	Dinslaken	2022-11-29	6577718400000
Nordrhein-Westfalen	Dinslaken	2022-12-04	9074419200000
Nordrhein-Westfalen	Dinslaken	2022-12-06	6191119008000
Nordrhein-Westfalen	Dinslaken	2022-12-11	6221664000000
Nordrhein-Westfalen	Dinslaken	2022-12-13	8268164640000
Nordrhein-Westfalen	Dinslaken	2022-12-18	10204185600000
Nordrhein-Westfalen	Dinslaken	2022-12-20	11765088000000
Nordrhein-Westfalen	Dinslaken	2023-01-01	8636544000000
Nordrhein-Westfalen	Dinslaken	2023-01-03	9960537600000
Nordrhein-Westfalen	Dinslaken	2023-01-08	5294592000000
Nordrhein-Westfalen	Dinslaken	2023-01-10	4283712000000
Nordrhein-Westfalen	Dinslaken	2023-01-15	7853414400000
Nordrhein-Westfalen	Dinslaken	2023-01-17	3057868800000
Nordrhein-Westfalen	Dinslaken	2023-01-22	4218220800000
Nordrhein-Westfalen	Dinslaken	2023-01-24	5552064000000
Nordrhein-Westfalen	Dinslaken	2023-01-29	2803248000000
Nordrhein-Westfalen	Dinslaken	2023-01-31	4790016000000
Nordrhein-Westfalen	Dinslaken	2023-02-05	5535734400000
Nordrhein-Westfalen	Dinslaken	2023-02-07	6680620800000
Nordrhein-Westfalen	Dinslaken	2023-02-12	9097920000000
Nordrhein-Westfalen	Dinslaken	2023-02-14	8510400000000
Nordrhein-Westfalen	Dinslaken	2023-02-19	9570528000000
Nordrhein-Westfalen	Dinslaken	2023-02-21	22218278400000
Nordrhein-Westfalen	Dinslaken	2023-02-26	9066816000000
Nordrhein-Westfalen	Dinslaken	2023-02-28	19818777600000
Nordrhein-Westfalen	Dinslaken	2023-03-05	8801308800000
Nordrhein-Westfalen	Dinslaken	2023-03-07	18114192000000
Nordrhein-Westfalen	Dinslaken	2023-03-12	14032051200000
Nordrhein-Westfalen	Dinslaken	2023-03-14	8656588800000
Nordrhein-Westfalen	Dinslaken	2023-03-19	10078473600000
Nordrhein-Westfalen	Dinslaken	2023-03-21	6358435200000
Nordrhein-Westfalen	Dinslaken	2023-03-26	3481920000000
Nordrhein-Westfalen	Dinslaken	2023-03-28	3993062400000
Sachsen	Dresden	2022-02-14	23863420800000
Sachsen	Dresden	2022-02-16	31972147200000
Sachsen	Dresden	2022-02-21	30094675200000
Sachsen	Dresden	2022-02-23	23632992000000
Sachsen	Dresden	2022-02-28	47389795200000
Sachsen	Dresden	2022-03-02	58094582400000
Sachsen	Dresden	2022-03-07	35714952000000
Sachsen	Dresden	2022-03-09	55645574400000
Sachsen	Dresden	2022-03-14	37847174400000
Sachsen	Dresden	2022-03-16	45099676800000
Sachsen	Dresden	2022-03-21	52585027200000
Sachsen	Dresden	2022-03-23	86110689600000
Sachsen	Dresden	2022-03-28	38328336000000
Sachsen	Dresden	2022-03-30	66128832000000
Sachsen	Dresden	2022-04-04	20520864000000
Sachsen	Dresden	2022-04-06	24935040000000
Sachsen	Dresden	2022-04-11	20509977600000
Sachsen	Dresden	2022-04-13	29309299200000
Sachsen	Dresden	2022-04-18	37905840000000
Sachsen	Dresden	2022-04-20	27641779200000
Sachsen	Dresden	2022-04-25	20338560000000
Sachsen	Dresden	2022-04-27	14702688000000
Sachsen	Dresden	2022-05-02	6438528000000
Sachsen	Dresden	2022-05-04	15296169600000
Sachsen	Dresden	2022-05-09	8467200000000
Sachsen	Dresden	2022-05-11	12169872000000
Sachsen	Dresden	2022-05-16	15930950400000
Sachsen	Dresden	2022-05-18	10709625600000
Sachsen	Dresden	2022-05-23	4092638400000
Sachsen	Dresden	2022-05-24	680961600000
Sachsen	Dresden	2022-05-30	5156524800000
Sachsen	Dresden	2022-06-01	17636832000000
Sachsen	Dresden	2022-06-06	9992160000000
Sachsen	Dresden	2022-06-08	13024152000000
Sachsen	Dresden	2022-06-13	36417600000000
Sachsen	Dresden	2022-06-15	56505643200000
Sachsen	Dresden	2022-06-20	32058028800000
Sachsen	Dresden	2022-06-22	54082123200000
Sachsen	Dresden	2022-06-27	40589856000000
Sachsen	Dresden	2022-06-29	55676851200000
Sachsen	Dresden	2022-07-04	83169115200000
Sachsen	Dresden	2022-07-06	102153312000000
Sachsen	Dresden	2022-07-11	57438374400000
Sachsen	Dresden	2022-07-13	21866112000000
Sachsen	Dresden	2022-07-18	75418992000000
Sachsen	Dresden	2022-07-20	100922112000000
Sachsen	Dresden	2022-07-25	132300604800000
Sachsen	Dresden	2022-07-27	109131408000000
Sachsen	Dresden	2022-08-01	54403488000000
Sachsen	Dresden	2022-08-03	41171328000000
Sachsen	Dresden	2022-08-08	25889673600000
Sachsen	Dresden	2022-08-10	45415296000000
Sachsen	Dresden	2022-08-15	52500787200000
Sachsen	Dresden	2022-08-17	37137960000000
Sachsen	Dresden	2022-08-22	41948064000000
Sachsen	Dresden	2022-08-24	35350862400000
Sachsen	Dresden	2022-08-29	32358268800000
Sachsen	Dresden	2022-08-31	59276448000000
Sachsen	Dresden	2022-09-05	19833206400000
Sachsen	Dresden	2022-09-07	3926016000000
Sachsen	Dresden	2022-09-12	24722064000000
Sachsen	Dresden	2022-09-14	71470080000000
Sachsen	Dresden	2022-09-19	68193964800000
Sachsen	Dresden	2022-09-21	54457228800000
Sachsen	Dresden	2022-09-26	68667782400000
Sachsen	Dresden	2022-09-28	136131667200000
Sachsen	Dresden	2022-10-03	127705420800000
Sachsen	Dresden	2022-10-05	157159353600000
Sachsen	Dresden	2022-10-10	45776534400000
Sachsen	Dresden	2022-10-12	53318304000000
Sachsen	Dresden	2022-10-17	178612300800000
Sachsen	Dresden	2022-10-19	159724656000000
Sachsen	Dresden	2022-10-24	68529888000000
Sachsen	Dresden	2022-10-26	88360243200000
Sachsen	Dresden	2022-10-31	35520076800000
Sachsen	Dresden	2022-11-02	27928281600000
Sachsen	Dresden	2022-11-07	11533881600000
Sachsen	Dresden	2022-11-09	32001739200000
Sachsen	Dresden	2022-11-14	15583492800000
Sachsen	Dresden	2022-11-16	51179904000000
Sachsen	Dresden	2022-11-21	16648632000000
Sachsen	Dresden	2022-11-23	24185952000000
Sachsen	Dresden	2022-11-28	54768528000000
Sachsen	Dresden	2022-11-30	50371027200000
Sachsen	Dresden	2022-12-05	26680492800000
Sachsen	Dresden	2022-12-07	13146840000000
Sachsen	Dresden	2022-12-12	38237097600000
Sachsen	Dresden	2022-12-14	40261190400000
Sachsen	Dresden	2022-12-19	54816912000000
Sachsen	Dresden	2022-12-21	51655104000000
Sachsen	Dresden	2023-01-02	36892454400000
Sachsen	Dresden	2023-01-04	44735587200000
Sachsen	Dresden	2023-01-09	5684256000000
Sachsen	Dresden	2023-01-11	5884876800000
Sachsen	Dresden	2023-01-16	11178518400000
Sachsen	Dresden	2023-01-18	7364088000000
Sachsen	Dresden	2023-01-23	36921225600000
Sachsen	Dresden	2023-01-25	32051635200000
Sachsen	Dresden	2023-01-30	68737593600000
Sachsen	Dresden	2023-02-01	105252307200000
Sachsen	Dresden	2023-02-06	63037440000000
Sachsen	Dresden	2023-02-08	67525142400000
Sachsen	Dresden	2023-02-13	75764332800000
Sachsen	Dresden	2023-02-15	73099627200000
Sachsen	Dresden	2023-02-20	61305552000000
Sachsen	Dresden	2023-02-22	64583222400000
Sachsen	Dresden	2023-02-27	56262470400000
Sachsen	Dresden	2023-03-01	141456067200000
Sachsen	Dresden	2023-03-06	139726944000000
Sachsen	Dresden	2023-03-08	175680014400000
Sachsen	Dresden	2023-03-13	281022048000000
Sachsen	Dresden	2023-03-15	55212710400000
Sachsen	Dresden	2023-03-20	124703107200000
Sachsen	Dresden	2023-03-22	92299910400000
Sachsen	Dresden	2023-03-27	44023824000000
Sachsen	Dresden	2023-03-29	29174040000000
Schleswig-Holstein	Grömitz	2022-03-28	36218880000000
Schleswig-Holstein	Grömitz	2022-03-30	9097920000000
Schleswig-Holstein	Grömitz	2022-04-04	10411200000000
Schleswig-Holstein	Grömitz	2022-04-06	11547360000000
Schleswig-Holstein	Grömitz	2022-04-11	10270800000000
Schleswig-Holstein	Grömitz	2022-04-12	7942752000000
Schleswig-Holstein	Grömitz	2022-04-18	10393920000000
Schleswig-Holstein	Grömitz	2022-04-20	7196688000000
Schleswig-Holstein	Grömitz	2022-04-25	32731776000000
Schleswig-Holstein	Grömitz	2022-04-27	36628416000000
Schleswig-Holstein	Grömitz	2022-05-02	22952160000000
Schleswig-Holstein	Grömitz	2022-05-04	37458288000000
Schleswig-Holstein	Grömitz	2022-05-09	22134816000000
Schleswig-Holstein	Grömitz	2022-05-11	35031744000000
Schleswig-Holstein	Grömitz	2022-05-16	6215616000000
Schleswig-Holstein	Grömitz	2022-05-18	9028800000000
Schleswig-Holstein	Grömitz	2022-05-23	5806944000000
Schleswig-Holstein	Grömitz	2022-05-24	13882752000000
Schleswig-Holstein	Grömitz	2022-05-30	20210688000000
Schleswig-Holstein	Grömitz	2022-06-01	8496576000000
Schleswig-Holstein	Grömitz	2022-06-06	39396672000000
Schleswig-Holstein	Grömitz	2022-06-08	37694592000000
Schleswig-Holstein	Grömitz	2022-06-13	13115520000000
Schleswig-Holstein	Grömitz	2022-06-20	16823635200000
Schleswig-Holstein	Grömitz	2022-06-22	26406432000000
Schleswig-Holstein	Grömitz	2022-06-27	44864064000000
Schleswig-Holstein	Grömitz	2022-06-29	20086272000000
Schleswig-Holstein	Grömitz	2022-07-04	16223760000000
Schleswig-Holstein	Grömitz	2022-07-06	26334720000000
Schleswig-Holstein	Grömitz	2022-07-11	39591936000000
Schleswig-Holstein	Grömitz	2022-07-18	105131520000000
Schleswig-Holstein	Grömitz	2022-07-20	181757952000000
Schleswig-Holstein	Grömitz	2022-07-25	182217600000000
Schleswig-Holstein	Grömitz	2022-07-27	31721760000000
Schleswig-Holstein	Grömitz	2022-08-01	58434048000000
Schleswig-Holstein	Grömitz	2022-08-03	59515776000000
Schleswig-Holstein	Grömitz	2022-08-08	34513776000000
Schleswig-Holstein	Grömitz	2022-08-10	38918880000000
Schleswig-Holstein	Grömitz	2022-08-15	47409408000000
Schleswig-Holstein	Grömitz	2022-08-17	21669120000000
Schleswig-Holstein	Grömitz	2022-08-22	8670240000000
Schleswig-Holstein	Grömitz	2022-08-24	10692000000000
Schleswig-Holstein	Grömitz	2022-08-29	5958144000000
Schleswig-Holstein	Grömitz	2022-08-31	9962784000000
Schleswig-Holstein	Grömitz	2022-09-05	3954096000000
Schleswig-Holstein	Grömitz	2022-09-07	5436288000000
Schleswig-Holstein	Grömitz	2022-09-12	24968736000000
Schleswig-Holstein	Grömitz	2022-09-19	16718400000000
Schleswig-Holstein	Grömitz	2022-09-21	56484864000000
Schleswig-Holstein	Grömitz	2022-09-26	18195840000000
Schleswig-Holstein	Grömitz	2022-09-28	28874016000000
Schleswig-Holstein	Grömitz	2022-10-03	45349632000000
Schleswig-Holstein	Grömitz	2022-10-05	16503696000000
Schleswig-Holstein	Grömitz	2022-10-10	14531616000000
Schleswig-Holstein	Grömitz	2022-10-12	15007680000000
Schleswig-Holstein	Grömitz	2022-10-17	12345696000000
Schleswig-Holstein	Grömitz	2022-10-19	11733120000000
Schleswig-Holstein	Grömitz	2022-10-24	27578880000000
Schleswig-Holstein	Grömitz	2022-10-26	21824640000000
Schleswig-Holstein	Grömitz	2022-11-02	8923392000000
Schleswig-Holstein	Grömitz	2022-11-07	3960576000000
Schleswig-Holstein	Grömitz	2022-11-09	8598528000000
Schleswig-Holstein	Grömitz	2022-11-14	6981120000000
Schleswig-Holstein	Grömitz	2022-11-21	1123200000000
Schleswig-Holstein	Grömitz	2022-11-23	3617265600000
Schleswig-Holstein	Grömitz	2022-11-28	1486080000000
Schleswig-Holstein	Grömitz	2022-11-30	3284064000000
Schleswig-Holstein	Grömitz	2022-12-05	858816000000
Schleswig-Holstein	Grömitz	2022-12-12	10646640000000
Schleswig-Holstein	Grömitz	2022-12-14	7659360000000
Schleswig-Holstein	Grömitz	2022-12-19	4513406400000
Schleswig-Holstein	Grömitz	2022-12-28	41748955200000
Schleswig-Holstein	Grömitz	2023-01-02	6207451200000
Schleswig-Holstein	Grömitz	2023-01-04	3221510400000
Schleswig-Holstein	Grömitz	2023-01-09	3905280000000
Schleswig-Holstein	Grömitz	2023-01-11	1425600000000
Schleswig-Holstein	Grömitz	2023-01-16	1302912000000
Schleswig-Holstein	Grömitz	2023-01-18	3093120000000
Schleswig-Holstein	Grömitz	2023-01-23	4662144000000
Schleswig-Holstein	Grömitz	2023-01-25	2922048000000
Schleswig-Holstein	Grömitz	2023-01-30	31236192000000
Schleswig-Holstein	Grömitz	2023-02-01	2255040000000
Schleswig-Holstein	Grömitz	2023-02-06	7871040000000
Schleswig-Holstein	Grömitz	2023-02-08	9443520000000
Schleswig-Holstein	Grömitz	2023-02-13	361152000000
Schleswig-Holstein	Grömitz	2023-02-15	829440000000
Schleswig-Holstein	Grömitz	2023-02-22	4479148800000
Schleswig-Holstein	Grömitz	2023-02-27	1555200000000
Schleswig-Holstein	Grömitz	2023-03-06	38880000000
Schleswig-Holstein	Grömitz	2023-03-08	318816000000
Schleswig-Holstein	Grömitz	2023-03-13	1088640000000
Schleswig-Holstein	Grömitz	2023-03-15	722304000000
Schleswig-Holstein	Grömitz	2023-03-20	760320000000
Schleswig-Holstein	Grömitz	2023-03-22	1615680000000
Schleswig-Holstein	Grömitz	2023-03-27	1121472000000
Schleswig-Holstein	Grömitz	2023-03-29	6272640000000
Hamburg	Hamburg_01	2022-02-27	23007283200000
Hamburg	Hamburg_01	2022-03-01	2791972800000
Hamburg	Hamburg_01	2022-03-06	25200881568e6
Hamburg	Hamburg_01	2022-03-08	81694656000000
Hamburg	Hamburg_01	2022-03-13	85680460800000
Hamburg	Hamburg_01	2022-03-15	136310169600000
Hamburg	Hamburg_01	2022-03-20	96699657600000
Hamburg	Hamburg_01	2022-03-22	66599884800000
Hamburg	Hamburg_01	2022-03-27	88739712000000
Hamburg	Hamburg_01	2022-03-29	89212147200000
Hamburg	Hamburg_01	2022-04-03	93797222400000
Hamburg	Hamburg_01	2022-04-05	73412136000000
Hamburg	Hamburg_01	2022-04-10	46514304000000
Hamburg	Hamburg_01	2022-04-12	64861171200000
Hamburg	Hamburg_01	2022-04-17	88339161600000
Hamburg	Hamburg_01	2022-04-19	32742662400000
Hamburg	Hamburg_01	2022-04-24	11910931200000
Hamburg	Hamburg_01	2022-04-26	45694368000000
Hamburg	Hamburg_01	2022-05-01	37601193600000
Hamburg	Hamburg_01	2022-05-03	57107160000000
Hamburg	Hamburg_01	2022-05-08	36284976000000
Hamburg	Hamburg_01	2022-05-10	24982214400000
Hamburg	Hamburg_01	2022-05-15	38107065600000
Hamburg	Hamburg_01	2022-05-17	39304267200000
Hamburg	Hamburg_01	2022-05-22	29470003200000
Hamburg	Hamburg_01	2022-05-25	46098201600000
Hamburg	Hamburg_01	2022-05-29	41886720000000
Hamburg	Hamburg_01	2022-05-31	54386640000000
Hamburg	Hamburg_01	2022-06-05	55086998400000
Hamburg	Hamburg_01	2022-06-07	72497808000000
Hamburg	Hamburg_01	2022-06-12	44373182400000
Hamburg	Hamburg_01	2022-06-14	35463355200000
Hamburg	Hamburg_01	2022-06-19	44000841600000
Hamburg	Hamburg_01	2022-06-21	105905664000000
Hamburg	Hamburg_01	2022-06-26	93063168000000
Hamburg	Hamburg_01	2022-06-28	141242400000000
Hamburg	Hamburg_01	2022-07-03	69818112000000
Hamburg	Hamburg_01	2022-07-05	84261340800000
Hamburg	Hamburg_01	2022-07-10	116877945600000
Hamburg	Hamburg_01	2022-07-12	121980772800000
Hamburg	Hamburg_01	2022-07-17	113012409600000
Hamburg	Hamburg_01	2022-07-19	81363052800000
Hamburg	Hamburg_01	2022-07-24	93516508800000
Hamburg	Hamburg_01	2022-07-26	80728488000000
Hamburg	Hamburg_01	2022-07-31	57910075200000
Hamburg	Hamburg_01	2022-08-02	58609267200000
Hamburg	Hamburg_01	2022-08-07	30763411200000
Hamburg	Hamburg_01	2022-08-09	45649137600000
Hamburg	Hamburg_01	2022-08-14	28989576000000
Hamburg	Hamburg_01	2022-08-16	32676998400000
Hamburg	Hamburg_01	2022-08-21	25063603200000
Hamburg	Hamburg_01	2022-08-23	27183729600000
Hamburg	Hamburg_01	2022-08-28	19840204800000
Hamburg	Hamburg_01	2022-08-30	24011899200000
Hamburg	Hamburg_01	2022-09-04	29574720000000
Hamburg	Hamburg_01	2022-09-06	16329600000000
Hamburg	Hamburg_01	2022-09-11	9605304000000
Hamburg	Hamburg_01	2022-09-13	6323054400000
Hamburg	Hamburg_01	2022-09-18	27230601600000
Hamburg	Hamburg_01	2022-09-20	52515993600000
Hamburg	Hamburg_01	2022-09-25	40985481600000
Hamburg	Hamburg_01	2022-09-27	35471995200000
Hamburg	Hamburg_01	2022-10-02	46570982400000
Hamburg	Hamburg_01	2022-10-04	45840902400000
Hamburg	Hamburg_01	2022-10-09	40373856000000
Hamburg	Hamburg_01	2022-10-11	62792625600000
Hamburg	Hamburg_01	2022-10-16	142758720000000
Hamburg	Hamburg_01	2022-10-18	43507929600000
Hamburg	Hamburg_01	2022-10-23	18088488000000
Hamburg	Hamburg_01	2022-10-25	35944905600000
Hamburg	Hamburg_01	2022-10-30	11455603200000
Hamburg	Hamburg_01	2022-11-01	34671240000000
Hamburg	Hamburg_01	2022-11-06	18206596800000
Hamburg	Hamburg_01	2022-11-08	17076096000000
Hamburg	Hamburg_01	2022-11-13	10840867200000
Hamburg	Hamburg_01	2022-11-15	29214000000000
Hamburg	Hamburg_01	2022-11-20	9985852800000
Hamburg	Hamburg_01	2022-11-22	15133651200000
Hamburg	Hamburg_01	2022-11-27	23591692800000
Hamburg	Hamburg_01	2022-11-29	70414920000000
Hamburg	Hamburg_01	2022-12-04	35868355200000
Hamburg	Hamburg_01	2022-12-06	110337292800000
Hamburg	Hamburg_01	2022-12-11	45279216000000
Hamburg	Hamburg_01	2022-12-13	70172956800000
Hamburg	Hamburg_01	2022-12-18	63365068800000
Hamburg	Hamburg_01	2022-12-20	78738393600000
Hamburg	Hamburg_01	2022-12-25	64908345600000
Hamburg	Hamburg_01	2022-12-27	48466555200000
Hamburg	Hamburg_01	2023-01-01	18815760000000
Hamburg	Hamburg_01	2023-01-03	13514428800000
Hamburg	Hamburg_01	2023-01-10	8376566400000
Hamburg	Hamburg_01	2023-01-15	1347494400000
Hamburg	Hamburg_01	2023-01-17	13990320000000
Hamburg	Hamburg_01	2023-01-22	11224915200000
Hamburg	Hamburg_01	2023-01-24	2954534400000
Hamburg	Hamburg_01	2023-01-29	6939907200000
Hamburg	Hamburg_01	2023-01-31	17483947200000
Hamburg	Hamburg_01	2023-02-05	4410806400000
Hamburg	Hamburg_01	2023-02-07	5673888000000
Hamburg	Hamburg_01	2023-02-12	19455724800000
Hamburg	Hamburg_01	2023-02-14	12954427200000
Hamburg	Hamburg_01	2023-02-19	50280825600000
Hamburg	Hamburg_01	2023-02-21	40339728000000
Hamburg	Hamburg_01	2023-02-26	37384934400000
Hamburg	Hamburg_01	2023-02-28	53439696000000
Hamburg	Hamburg_01	2023-03-05	59690390400000
Hamburg	Hamburg_01	2023-03-07	78506668800000
Hamburg	Hamburg_01	2023-03-12	66030336000000
Hamburg	Hamburg_01	2023-03-14	75028032000000
Hamburg	Hamburg_01	2023-03-19	74667484800000
Hamburg	Hamburg_01	2023-03-21	85747248000000
Hamburg	Hamburg_01	2023-03-26	17732649600000
Hamburg	Hamburg_01	2023-03-28	10740124800000
Hamburg	Hamburg_02	2022-02-27	46649088000000
Hamburg	Hamburg_02	2022-03-01	7359206400000
Hamburg	Hamburg_02	2022-03-06	42661036800000
Hamburg	Hamburg_02	2022-03-08	144422956800000
Hamburg	Hamburg_02	2022-03-13	152778873600000
Hamburg	Hamburg_02	2022-03-15	135086054400000
Hamburg	Hamburg_02	2022-03-20	174671164800000
Hamburg	Hamburg_02	2022-03-22	131472633600000
Hamburg	Hamburg_02	2022-03-27	130054075200000
Hamburg	Hamburg_02	2022-03-29	140926262400000
Hamburg	Hamburg_02	2022-04-03	122347065600000
Hamburg	Hamburg_02	2022-04-05	262866124800000
Hamburg	Hamburg_02	2022-04-10	191061028800000
Hamburg	Hamburg_02	2022-04-12	196441761600000
Hamburg	Hamburg_02	2022-04-17	185073638400000
Hamburg	Hamburg_02	2022-04-19	133388424000000
Hamburg	Hamburg_02	2022-04-24	39148876800000
Hamburg	Hamburg_02	2022-04-26	129589113600000
Hamburg	Hamburg_02	2022-05-01	110685096000000
Hamburg	Hamburg_02	2022-05-03	145092556800000
Hamburg	Hamburg_02	2022-05-08	124804800000000
Hamburg	Hamburg_02	2022-05-10	123954278400000
Hamburg	Hamburg_02	2022-05-15	102221092800000
Hamburg	Hamburg_02	2022-05-17	104116622400000
Hamburg	Hamburg_02	2022-05-22	71011684800000
Hamburg	Hamburg_02	2022-05-25	32514048000000
Hamburg	Hamburg_02	2022-05-29	35816342400000
Hamburg	Hamburg_02	2022-06-01	92459750400000
Hamburg	Hamburg_02	2022-06-05	97982092800000
Hamburg	Hamburg_02	2022-06-07	139988217600000
Hamburg	Hamburg_02	2022-06-12	123332544000000
Hamburg	Hamburg_02	2022-06-14	113430844800000
Hamburg	Hamburg_02	2022-06-19	201653452800000
Hamburg	Hamburg_02	2022-06-21	206973662400000
Hamburg	Hamburg_02	2022-06-26	251647560000000
Hamburg	Hamburg_02	2022-06-28	274234377600000
Hamburg	Hamburg_02	2022-07-03	218540030400000
Hamburg	Hamburg_02	2022-07-05	240784358400000
Hamburg	Hamburg_02	2022-07-10	345670416000000
Hamburg	Hamburg_02	2022-07-12	282533961600000
Hamburg	Hamburg_02	2022-07-17	231186182400000
Hamburg	Hamburg_02	2022-07-19	235404273600000
Hamburg	Hamburg_02	2022-07-24	175575427200000
Hamburg	Hamburg_02	2022-07-26	139689273600000
Hamburg	Hamburg_02	2022-07-31	156398774400000
Hamburg	Hamburg_02	2022-08-02	140467219200000
Hamburg	Hamburg_02	2022-08-07	105582355200000
Hamburg	Hamburg_02	2022-08-09	107865864000000
Hamburg	Hamburg_02	2022-08-14	106169616000000
Hamburg	Hamburg_02	2022-08-16	73822104000000
Hamburg	Hamburg_02	2022-08-21	53542425600000
Hamburg	Hamburg_02	2022-08-23	73947168000000
Hamburg	Hamburg_02	2022-08-28	49744281600000
Hamburg	Hamburg_02	2022-08-30	68904000000000
Hamburg	Hamburg_02	2022-09-04	26792640000000
Hamburg	Hamburg_02	2022-09-06	33203520000000
Hamburg	Hamburg_02	2022-09-11	39996892800000
Hamburg	Hamburg_02	2022-09-13	24788160000000
Hamburg	Hamburg_02	2022-09-18	75226320000000
Hamburg	Hamburg_02	2022-09-20	70980537600000
Hamburg	Hamburg_02	2022-09-25	92639635200000
Hamburg	Hamburg_02	2022-09-27	126507744000000
Hamburg	Hamburg_02	2022-10-02	139587753600000
Hamburg	Hamburg_02	2022-10-04	135764035200000
Hamburg	Hamburg_02	2022-10-09	139380480000000
Hamburg	Hamburg_02	2022-10-11	148465872000000
Hamburg	Hamburg_02	2022-10-16	136281182400000
Hamburg	Hamburg_02	2022-10-18	131413363200000
Hamburg	Hamburg_02	2022-10-23	74326636800000
Hamburg	Hamburg_02	2022-10-25	170358681600000
Hamburg	Hamburg_02	2022-11-01	95217638400000
Hamburg	Hamburg_02	2022-11-06	91514102400000
Hamburg	Hamburg_02	2022-11-08	53971790400000
Hamburg	Hamburg_02	2022-11-13	32475168000000
Hamburg	Hamburg_02	2022-11-15	95568076800000
Hamburg	Hamburg_02	2022-11-20	27853243200000
Hamburg	Hamburg_02	2022-11-22	41082163200000
Hamburg	Hamburg_02	2022-11-27	64273305600000
Hamburg	Hamburg_02	2022-11-29	172239782400000
Hamburg	Hamburg_02	2022-12-04	100790697600000
Hamburg	Hamburg_02	2022-12-06	224841182400000
Hamburg	Hamburg_02	2022-12-11	227169100800000
Hamburg	Hamburg_02	2022-12-13	281419488000000
Hamburg	Hamburg_02	2022-12-18	140882112000000
Hamburg	Hamburg_02	2022-12-20	282564979200000
Hamburg	Hamburg_02	2022-12-25	213587020800000
Hamburg	Hamburg_02	2022-12-27	140773248000000
Hamburg	Hamburg_02	2023-01-01	46136217600000
Hamburg	Hamburg_02	2023-01-03	53531496000000
Hamburg	Hamburg_02	2023-01-10	31353782400000
Hamburg	Hamburg_02	2023-01-15	8849865600000
Hamburg	Hamburg_02	2023-01-17	33022166400000
Hamburg	Hamburg_02	2023-01-22	52725168000000
Hamburg	Hamburg_02	2023-01-24	12553660800000
Hamburg	Hamburg_02	2023-01-29	16922131200000
Hamburg	Hamburg_02	2023-01-31	73094400000000
Hamburg	Hamburg_02	2023-02-05	24295680000000
Hamburg	Hamburg_02	2023-02-07	41949619200000
Hamburg	Hamburg_02	2023-02-12	84563568000000
Hamburg	Hamburg_02	2023-02-14	77930035200000
Hamburg	Hamburg_02	2023-02-19	118366272000000
Hamburg	Hamburg_02	2023-02-21	86618376000000
Hamburg	Hamburg_02	2023-02-28	175791556800000
Hamburg	Hamburg_02	2023-03-05	150657667200000
Hamburg	Hamburg_02	2023-03-07	244836172800000
Hamburg	Hamburg_02	2023-03-12	171432547200000
Hamburg	Hamburg_02	2023-03-14	260524771200000
Hamburg	Hamburg_02	2023-03-19	231639912000000
Hamburg	Hamburg_02	2023-03-21	229922496000000
Hamburg	Hamburg_02	2023-03-26	75613824000000
Hamburg	Hamburg_02	2023-03-28	36899712000000
Bayern	Hof	2022-08-30	33405091200
Bayern	Hof	2022-09-04	224577515520
Bayern	Hof	2022-09-06	138963055680
Bayern	Hof	2022-09-11	265360510080
Bayern	Hof	2022-09-13	130207461120
Bayern	Hof	2022-09-18	292677840000
Bayern	Hof	2022-09-20	243999432000
Bayern	Hof	2022-09-25	229250736000
Bayern	Hof	2022-09-27	945193536000
Bayern	Hof	2022-10-02	756176999040
Bayern	Hof	2022-10-04	5426661070080
Bayern	Hof	2022-10-09	1183926179520
Bayern	Hof	2022-10-11	1891860667200
Bayern	Hof	2022-10-16	627088003200
Bayern	Hof	2022-10-18	1023081252480
Bayern	Hof	2022-10-23	1207660259520
Bayern	Hof	2022-10-25	418150071360
Bayern	Hof	2022-10-30	1228121740800
Bayern	Hof	2022-11-01	592270842240
Bayern	Hof	2022-11-06	994204791360
Bayern	Hof	2022-11-08	2407163875200
Bayern	Hof	2022-11-13	1512870670080
Bayern	Hof	2022-11-15	1970372148480
Bayern	Hof	2022-11-20	1093386168000
Bayern	Hof	2022-11-22	837336199680
Bayern	Hof	2022-11-27	503956771200
Bayern	Hof	2022-11-29	1330608297600
Bayern	Hof	2022-12-04	59742144000
Bayern	Hof	2022-12-06	1308274156800
Bayern	Hof	2022-12-11	2266810997760
Bayern	Hof	2022-12-13	2681996832000
Bayern	Hof	2022-12-18	546741446400
Bayern	Hof	2022-12-20	1686066347520
Bayern	Hof	2022-12-25	820980576000
Bayern	Hof	2022-12-27	2587901037120
Bayern	Hof	2023-01-01	2858061888000
Bayern	Hof	2023-01-02	315435271680
Bayern	Hof	2023-01-08	1622981854080
